Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
37,48,20,Sandy,Tobacco,21,7,3,NPK 10-26-26
28,51,34,Sandy,Ground Nuts,38,16,4,NPK 10-26-26
30,73,19,Clayey,Cotton,2,46,48,Urea
26,57,29,Black,Barley,3,1,15,NPK 20-20-20
39,68,35,Sandy,Tobacco,11,45,20,Urea
34,66,62,Clayey,Tobacco,22,5,54,DAP
29,37,71,Clayey,Ground Nuts,9,19,58,NPK 10-26-26
19,75,26,Loamy,Cotton,30,30,7,MOP
24,90,16,Red,Soybean,24,10,35,DAP
39,69,35,Loamy,Soybean,14,34,13,NPK 10-26-26
25,46,54,Sandy,Tobacco,27,15,3,NPK 10-26-26
26,48,64,Loamy,Millets,38,0,28,DAP
22,67,43,Clayey,Soybean,14,48,54,Urea
21,90,55,Red,Ground Nuts,47,34,46,NPK 17-17-17
20,35,68,Clayey,Barley,43,31,38,NPK 10-26-26
28,73,21,Red,Barley,57,37,38,NPK 10-26-26
38,50,75,Sandy,Ground Nuts,30,45,54,NPK 10-26-26
18,76,45,Black,Pulses,16,0,47,NPK 10-26-26
31,75,68,Loamy,Wheat,22,45,29,NPK 14-35-14
34,88,36,Black,Millets,37,41,13,MOP
23,79,42,Sandy,Barley,13,57,44,Urea
25,66,75,Sandy,Soybean,48,34,41,NPK 17-17-17
36,79,44,Clayey,Maize,52,59,11,MOP
40,45,64,Sandy,Pulses,40,37,11,MOP
35,38,79,Loamy,Cotton,21,46,18,MOP
37,80,72,Clayey,Pulses,22,17,6,NPK 10-26-26
18,69,27,Sandy,Rice,6,28,12,NPK 10-26-26
29,55,65,Red,Millets,6,50,9,NPK 14-35-14
34,67,51,Clayey,Barley,25,24,49,NPK 10-26-26
18,69,24,Loamy,Wheat,10,23,56,Urea
39,90,31,Loamy,Barley,17,51,1,NPK 14-35-14
26,80,26,Loamy,Sugarcane,49,49,57,NPK 17-17-17
29,84,75,Loamy,Sugarcane,21,31,30,NPK 10-26-26
40,86,19,Loamy,Pulses,11,53,52,Urea
30,46,64,Black,Barley,0,14,29,NPK 10-26-26
27,61,39,Clayey,Ground Nuts,60,15,1,NPK 10-26-26
22,90,17,Black,Ground Nuts,60,26,40,NPK 17-17-17
40,54,71,Sandy,Wheat,8,37,25,Urea
22,48,77,Loamy,Millets,50,31,9,MOP
37,68,42,Loamy,Wheat,19,8,27,NPK 10-26-26
28,52,41,Black,Maize,15,46,60,Urea
36,35,80,Red,Barley,7,34,60,Urea
27,38,31,Red,Barley,28,44,39,NPK 14-35-14
18,56,21,Clayey,Sugarcane,33,27,6,MOP
36,77,55,Red,Ground Nuts,42,56,28,NPK 14-35-14
35,60,34,Black,Soybean,1,54,1,NPK 14-35-14
40,66,48,Loamy,Sugarcane,48,46,35,NPK 10-26-26
39,74,19,Sandy,Maize,14,57,56,Urea
30,66,77,Black,Sugarcane,54,42,40,NPK 17-17-17
21,84,31,Loamy,Barley,43,12,57,DAP
29,53,38,Sandy,Tobacco,46,37,49,NPK 17-17-17
24,61,20,Loamy,Barley,27,59,19,MOP
37,51,59,Black,Ground Nuts,37,40,12,MOP
31,46,76,Clayey,Soybean,23,22,56,NPK 10-26-26
36,86,58,Clayey,Tobacco,30,53,49,NPK 14-35-14
23,60,16,Red,Millets,12,31,0,NPK 10-26-26
32,43,65,Clayey,Wheat,52,22,23,NPK 10-26-26
36,61,36,Black,Cotton,51,19,34,DAP
18,59,27,Loamy,Wheat,46,45,15,MOP
19,90,56,Red,Maize,26,58,37,NPK 14-35-14
27,70,24,Sandy,Tobacco,43,60,29,NPK 14-35-14
37,71,45,Red,Cotton,56,46,48,NPK 17-17-17
21,62,36,Red,Sugarcane,36,43,50,NPK 10-26-26
33,66,55,Loamy,Millets,34,32,56,NPK 10-26-26
19,85,56,Loamy,Millets,4,51,39,Urea
36,70,69,Loamy,Rice,6,58,41,Urea
22,54,39,Red,Millets,15,5,24,NPK 10-26-26
31,52,69,Clayey,Barley,58,50,50,NPK 17-17-17
36,78,17,Clayey,Sugarcane,5,45,32,Urea
29,73,43,Black,Ground Nuts,6,60,19,NPK 14-35-14
34,50,19,Red,Ground Nuts,48,0,50,DAP
22,90,73,Black,Ground Nuts,4,19,11,NPK 20-20-20
28,78,62,Clayey,Millets,7,25,40,Urea
35,79,18,Black,Tobacco,53,0,34,DAP
18,71,69,Clayey,Sugarcane,51,39,0,MOP
18,49,58,Sandy,Cotton,10,60,59,Urea
39,38,33,Clayey,Soybean,55,42,48,NPK 17-17-17
26,78,30,Sandy,Barley,15,57,57,Urea
38,86,21,Black,Pulses,40,21,24,NPK 10-26-26
19,84,65,Red,Maize,55,32,45,NPK 17-17-17
26,35,30,Sandy,Soybean,58,28,8,MOP
27,54,58,Sandy,Millets,59,42,33,NPK 10-26-26
22,63,33,Black,Cotton,13,45,46,Urea
38,37,21,Loamy,Barley,12,13,52,NPK 10-26-26
28,65,43,Black,Millets,16,9,6,NPK 20-20-20
21,44,47,Sandy,Ground Nuts,23,57,53,NPK 14-35-14
31,66,70,Red,Cotton,9,60,34,Urea
36,55,74,Loamy,Ground Nuts,58,13,54,DAP
34,82,19,Sandy,Barley,4,2,42,NPK 10-26-26
32,52,69,Clayey,Sugarcane,23,7,54,DAP
33,75,54,Red,Soybean,57,57,59,NPK 17-17-17
31,52,64,Clayey,Soybean,41,20,58,NPK 17-17-17
22,62,25,Red,Wheat,46,54,17,MOP
27,48,25,Clayey,Tobacco,20,23,38,NPK 10-26-26
22,51,35,Sandy,Soybean,13,27,53,Urea
23,60,45,Black,Ground Nuts,33,13,10,NPK 10-26-26
36,43,42,Red,Wheat,12,60,18,NPK 14-35-14
26,57,35,Red,Cotton,39,41,33,NPK 14-35-14
40,68,24,Sandy,Rice,28,39,34,NPK 10-26-26
19,70,48,Black,Tobacco,42,15,19,NPK 10-26-26
35,49,40,Black,Rice,22,6,41,DAP
25,44,30,Black,Millets,42,58,12,MOP
33,44,60,Loamy,Cotton,13,49,56,Urea
25,35,32,Clayey,Maize,47,59,51,NPK 14-35-14
39,41,39,Loamy,Soybean,16,58,15,NPK 14-35-14
26,82,48,Red,Pulses,58,10,15,NPK 10-26-26
24,83,65,Black,Wheat,2,24,4,NPK 10-26-26
25,37,33,Sandy,Ground Nuts,38,47,19,MOP
21,73,17,Loamy,Millets,34,57,6,MOP
33,68,75,Clayey,Sugarcane,50,30,2,MOP
35,78,45,Sandy,Millets,36,2,37,DAP
18,89,79,Sandy,Maize,38,24,15,MOP
19,55,41,Sandy,Cotton,14,15,48,NPK 10-26-26
32,49,27,Loamy,Soybean,0,22,6,NPK 10-26-26
26,77,42,Sandy,Millets,55,0,7,NPK 10-26-26
37,45,58,Clayey,Rice,37,60,13,MOP
24,60,16,Black,Barley,55,2,44,DAP
29,86,55,Clayey,Millets,19,57,50,Urea
21,53,48,Sandy,Barley,37,21,51,NPK 10-26-26
23,38,41,Red,Rice,30,25,9,MOP
31,53,43,Black,Soybean,52,29,37,NPK 10-26-26
32,58,67,Sandy,Wheat,2,45,36,Urea
27,46,59,Black,Ground Nuts,14,24,20,Urea
24,35,34,Red,Tobacco,24,56,51,NPK 14-35-14
28,53,73,Sandy,Maize,4,33,44,Urea
34,38,59,Loamy,Millets,20,55,22,NPK 14-35-14
33,53,34,Loamy,Sugarcane,36,49,38,NPK 14-35-14
28,56,74,Loamy,Sugarcane,29,37,10,MOP
20,49,62,Black,Tobacco,20,27,2,MOP
40,77,22,Loamy,Tobacco,0,51,3,NPK 14-35-14
18,68,37,Black,Tobacco,26,35,56,NPK 10-26-26
33,36,65,Sandy,Sugarcane,33,41,36,NPK 14-35-14
39,48,70,Clayey,Tobacco,18,20,36,Urea
24,75,79,Loamy,Soybean,49,32,25,NPK 10-26-26
34,81,52,Clayey,Ground Nuts,9,13,22,NPK 10-26-26
19,74,47,Clayey,Millets,19,51,52,Urea
18,80,49,Red,Wheat,53,28,50,NPK 17-17-17
18,60,56,Black,Wheat,35,28,55,NPK 10-26-26
21,87,47,Loamy,Tobacco,37,8,15,NPK 10-26-26
38,73,68,Red,Ground Nuts,47,14,56,DAP
35,40,18,Sandy,Maize,55,25,15,MOP
39,47,54,Black,Barley,7,9,59,NPK 10-26-26
19,88,18,Loamy,Barley,18,19,51,NPK 10-26-26
28,56,67,Black,Rice,58,16,4,NPK 10-26-26
26,77,40,Red,Tobacco,24,32,3,MOP
35,48,17,Clayey,Millets,48,54,52,NPK 14-35-14
20,88,49,Loamy,Rice,28,12,39,DAP
18,59,43,Clayey,Tobacco,32,33,37,NPK 10-26-26
38,43,15,Clayey,Millets,14,8,15,NPK 20-20-20
32,89,73,Black,Maize,54,31,37,NPK 10-26-26
34,54,32,Black,Millets,53,9,43,DAP
32,79,58,Loamy,Tobacco,16,55,20,Urea
30,66,54,Sandy,Tobacco,30,42,1,MOP
19,62,67,Sandy,Wheat,35,38,3,MOP
33,58,32,Black,Pulses,55,5,28,DAP
37,43,27,Clayey,Soybean,56,1,58,DAP
32,45,54,Red,Ground Nuts,7,44,10,NPK 14-35-14
27,47,39,Clayey,Wheat,19,51,34,Urea
37,37,15,Clayey,Sugarcane,16,55,5,NPK 14-35-14
22,62,16,Clayey,Barley,30,4,13,NPK 10-26-26
35,53,58,Black,Pulses,24,17,57,DAP
22,86,40,Sandy,Millets,50,46,33,NPK 10-26-26
24,79,45,Clayey,Maize,34,42,43,NPK 10-26-26
32,67,64,Loamy,Millets,2,53,47,Urea
38,38,31,Sandy,Sugarcane,15,14,38,NPK 10-26-26
18,42,56,Black,Maize,25,49,57,NPK 10-26-26
36,78,77,Black,Barley,52,54,22,NPK 14-35-14
32,70,70,Clayey,Sugarcane,32,22,57,NPK 10-26-26
26,77,55,Clayey,Rice,17,31,60,Urea
30,81,74,Clayey,Soybean,56,15,54,DAP
34,43,35,Clayey,Wheat,36,14,20,DAP
33,71,25,Sandy,Cotton,27,38,29,NPK 10-26-26
40,84,28,Red,Rice,30,1,5,NPK 10-26-26
35,71,53,Red,Pulses,44,0,57,DAP
27,47,54,Loamy,Soybean,14,26,10,NPK 10-26-26
27,54,63,Clayey,Tobacco,15,16,57,NPK 10-26-26
34,58,73,Clayey,Barley,47,30,41,NPK 17-17-17
39,76,63,Loamy,Ground Nuts,28,26,60,NPK 10-26-26
27,62,78,Sandy,Ground Nuts,41,38,8,MOP
20,37,45,Clayey,Wheat,10,12,41,NPK 10-26-26
26,71,29,Red,Cotton,0,20,17,NPK 10-26-26
29,52,48,Black,Millets,58,30,34,NPK 10-26-26
19,83,47,Sandy,Wheat,30,42,11,MOP
26,64,56,Loamy,Sugarcane,31,25,59,NPK 10-26-26
21,60,26,Red,Ground Nuts,33,49,1,MOP
23,52,40,Sandy,Pulses,44,34,37,NPK 10-26-26
39,59,60,Sandy,Ground Nuts,50,11,30,DAP
19,59,70,Clayey,Barley,22,24,45,NPK 10-26-26
26,77,27,Red,Tobacco,31,49,23,NPK 14-35-14
20,80,54,Clayey,Ground Nuts,4,49,39,Urea
33,89,52,Clayey,Cotton,54,16,34,DAP
30,71,44,Red,Sugarcane,55,10,52,DAP
33,70,47,Red,Sugarcane,30,52,37,NPK 14-35-14
37,54,17,Red,Barley,45,54,32,NPK 14-35-14
37,54,22,Loamy,Wheat,1,19,41,NPK 10-26-26
33,71,66,Loamy,Soybean,50,57,37,NPK 14-35-14
38,53,72,Loamy,Wheat,2,32,2,NPK 10-26-26
25,82,43,Black,Ground Nuts,1,29,7,NPK 10-26-26
27,84,15,Black,Soybean,8,0,46,NPK 10-26-26
27,36,28,Clayey,Rice,43,36,47,NPK 17-17-17
36,52,29,Sandy,Maize,11,52,9,NPK 14-35-14
31,64,53,Red,Tobacco,16,29,3,NPK 10-26-26
22,62,18,Black,Sugarcane,54,48,34,NPK 10-26-26
28,36,38,Loamy,Sugarcane,41,39,30,NPK 10-26-26
39,36,60,Clayey,Cotton,60,38,3,MOP
28,54,44,Loamy,Ground Nuts,12,60,51,Urea
19,86,80,Sandy,Tobacco,47,44,7,MOP
20,86,70,Red,Tobacco,35,19,4,NPK 10-26-26
31,58,25,Clayey,Sugarcane,53,36,40,NPK 17-17-17
20,70,17,Clayey,Cotton,56,27,7,MOP
25,79,28,Loamy,Tobacco,8,9,40,NPK 10-26-26
29,85,19,Black,Millets,36,12,60,DAP
30,43,34,Loamy,Cotton,56,34,22,NPK 10-26-26
37,55,20,Sandy,Millets,55,39,31,NPK 10-26-26
18,43,64,Red,Maize,49,13,1,NPK 10-26-26
26,57,20,Loamy,Ground Nuts,9,58,40,Urea
18,47,33,Clayey,Barley,14,4,3,NPK 20-20-20
33,41,65,Red,Maize,51,2,43,DAP
30,55,23,Sandy,Millets,54,46,43,NPK 17-17-17
27,57,53,Loamy,Tobacco,14,42,48,Urea
31,82,29,Clayey,Soybean,52,37,14,MOP
39,90,61,Sandy,Pulses,54,41,11,MOP
40,67,75,Loamy,Cotton,37,35,57,NPK 10-26-26
30,35,45,Loamy,Soybean,40,1,23,DAP
20,82,80,Red,Cotton,60,56,41,NPK 17-17-17
24,73,39,Clayey,Cotton,52,30,2,MOP
26,72,44,Sandy,Barley,41,0,4,NPK 10-26-26
39,53,19,Clayey,Soybean,40,56,7,MOP
19,61,71,Clayey,Millets,35,50,12,MOP
19,51,79,Sandy,Millets,26,8,7,NPK 10-26-26
35,82,52,Black,Pulses,23,39,24,NPK 10-26-26
18,75,25,Loamy,Millets,44,27,39,NPK 10-26-26
30,48,32,Clayey,Sugarcane,3,23,14,NPK 10-26-26
31,75,30,Loamy,Barley,14,43,25,Urea
19,74,46,Red,Tobacco,54,35,9,MOP
38,64,69,Loamy,Tobacco,14,2,0,NPK 20-20-20
26,59,36,Clayey,Ground Nuts,54,48,30,NPK 10-26-26
32,59,52,Clayey,Soybean,51,57,8,MOP
32,74,41,Loamy,Barley,46,8,1,NPK 10-26-26
25,60,28,Sandy,Rice,16,28,10,NPK 10-26-26
32,48,20,Black,Soybean,56,7,14,NPK 10-26-26
32,54,59,Black,Ground Nuts,25,41,30,NPK 14-35-14
25,88,79,Sandy,Tobacco,13,26,16,NPK 10-26-26
26,55,56,Clayey,Pulses,8,51,46,Urea
40,51,57,Black,Ground Nuts,60,60,49,NPK 14-35-14
33,54,69,Black,Cotton,52,25,24,NPK 10-26-26
24,42,19,Black,Tobacco,38,7,46,DAP
24,82,37,Red,Tobacco,19,33,10,NPK 10-26-26
38,66,55,Red,Barley,52,17,36,DAP
29,51,16,Red,Wheat,4,29,7,NPK 10-26-26
23,53,33,Clayey,Barley,58,43,14,MOP
23,37,34,Clayey,Rice,43,57,57,NPK 14-35-14
38,71,77,Clayey,Barley,29,40,41,NPK 10-26-26
40,81,42,Clayey,Pulses,56,40,9,MOP
25,61,33,Sandy,Soybean,22,26,60,NPK 10-26-26
28,41,78,Black,Maize,58,49,26,NPK 10-26-26
30,47,57,Black,Millets,1,23,50,Urea
23,44,67,Loamy,Rice,9,44,4,NPK 14-35-14
33,60,68,Clayey,Barley,29,54,11,MOP
40,40,60,Loamy,Cotton,13,28,14,NPK 10-26-26
29,40,37,Clayey,Barley,8,44,38,Urea
20,45,30,Sandy,Rice,14,18,31,NPK 10-26-26
35,63,23,Black,Wheat,8,11,51,NPK 10-26-26
20,88,52,Loamy,Barley,39,8,53,DAP
24,67,36,Red,Sugarcane,57,42,47,NPK 17-17-17
38,50,51,Clayey,Cotton,38,37,45,NPK 10-26-26
28,64,58,Clayey,Wheat,20,41,37,NPK 14-35-14
18,55,55,Red,Ground Nuts,53,10,3,NPK 10-26-26
22,82,49,Clayey,Cotton,0,40,35,Urea
23,81,23,Sandy,Soybean,42,53,19,MOP
40,48,64,Sandy,Millets,42,60,28,NPK 14-35-14
38,41,47,Sandy,Maize,15,20,33,Urea
31,87,15,Sandy,Ground Nuts,25,15,34,DAP
25,43,25,Red,Sugarcane,31,30,32,NPK 10-26-26
26,77,32,Black,Maize,45,18,14,NPK 10-26-26
36,74,45,Loamy,Millets,12,51,52,Urea
25,62,37,Black,Tobacco,17,27,40,Urea
40,43,77,Clayey,Rice,4,13,32,NPK 10-26-26
33,68,71,Black,Pulses,27,36,19,MOP
27,80,51,Loamy,Wheat,8,30,26,Urea
26,47,35,Sandy,Millets,13,24,50,Urea
19,75,15,Loamy,Cotton,18,35,42,Urea
36,79,21,Loamy,Tobacco,55,43,21,NPK 10-26-26
25,52,47,Red,Maize,20,13,12,NPK 10-26-26
28,62,49,Clayey,Maize,15,18,51,NPK 10-26-26
36,89,40,Sandy,Ground Nuts,38,49,41,NPK 14-35-14
21,85,63,Black,Soybean,26,36,38,NPK 10-26-26
29,44,69,Sandy,Pulses,58,15,52,DAP
40,74,51,Black,Cotton,39,38,40,NPK 10-26-26
20,66,42,Black,Pulses,6,37,10,NPK 10-26-26
36,81,58,Clayey,Wheat,34,17,45,DAP
21,87,34,Clayey,Cotton,41,52,45,NPK 14-35-14
27,57,22,Sandy,Sugarcane,36,4,18,NPK 10-26-26
34,75,72,Black,Sugarcane,5,31,47,Urea
18,38,56,Clayey,Ground Nuts,42,14,25,DAP
30,49,58,Red,Cotton,17,50,50,Urea
25,60,49,Red,Cotton,43,55,40,NPK 14-35-14
18,41,66,Loamy,Tobacco,41,11,31,DAP
23,36,57,Red,Cotton,2,36,6,NPK 10-26-26
25,45,63,Sandy,Cotton,20,12,34,DAP
26,73,44,Sandy,Millets,58,12,47,DAP
28,38,77,Red,Sugarcane,15,24,44,Urea
39,56,28,Red,Wheat,4,15,52,NPK 10-26-26
19,81,58,Red,Soybean,20,27,37,NPK 10-26-26
35,39,38,Loamy,Maize,35,14,18,NPK 10-26-26
29,53,33,Loamy,Pulses,46,36,45,NPK 17-17-17
34,60,56,Sandy,Barley,17,3,45,NPK 10-26-26
19,41,65,Red,Maize,29,44,51,NPK 10-26-26
23,73,61,Loamy,Maize,41,52,12,MOP
33,52,76,Sandy,Cotton,20,39,6,MOP
19,75,55,Loamy,Soybean,8,48,42,Urea
33,63,60,Sandy,Rice,47,51,26,NPK 14-35-14
27,85,20,Red,Pulses,44,46,25,NPK 14-35-14
23,82,34,Red,Tobacco,40,59,20,NPK 14-35-14
34,35,26,Black,Barley,21,46,23,NPK 14-35-14
30,36,53,Sandy,Rice,40,47,19,MOP
21,76,24,Loamy,Sugarcane,28,6,6,NPK 10-26-26
35,45,32,Sandy,Sugarcane,57,50,22,NPK 10-26-26
34,65,19,Loamy,Soybean,41,9,33,DAP
22,37,44,Red,Tobacco,21,45,48,NPK 10-26-26
20,86,70,Black,Barley,18,43,48,Urea
32,60,60,Sandy,Tobacco,45,13,43,DAP
28,77,36,Red,Barley,7,23,43,Urea
39,53,42,Loamy,Rice,16,28,10,NPK 10-26-26
25,41,57,Black,Barley,36,59,20,NPK 14-35-14
28,47,70,Sandy,Wheat,7,23,16,NPK 10-26-26
35,43,52,Red,Barley,10,27,52,Urea
19,74,57,Loamy,Ground Nuts,31,11,23,DAP
34,54,47,Clayey,Soybean,15,20,60,Urea
34,71,64,Loamy,Maize,3,25,18,NPK 10-26-26
33,70,54,Red,Millets,7,9,59,NPK 10-26-26
19,87,23,Loamy,Barley,60,41,37,NPK 10-26-26
18,68,25,Loamy,Soybean,21,16,11,NPK 10-26-26
31,86,74,Black,Barley,60,42,31,NPK 10-26-26
40,85,73,Sandy,Barley,38,32,12,MOP
30,77,65,Sandy,Rice,4,19,33,NPK 10-26-26
37,80,51,Red,Wheat,12,31,31,Urea
40,42,70,Red,Tobacco,1,8,21,NPK 10-26-26
24,71,54,Loamy,Barley,12,47,8,NPK 14-35-14
19,39,74,Black,Maize,35,29,38,NPK 10-26-26
20,77,44,Loamy,Maize,37,53,40,NPK 14-35-14
36,66,23,Red,Barley,11,34,58,Urea
31,55,35,Loamy,Barley,22,37,4,MOP
24,85,45,Black,Soybean,36,43,12,MOP
18,80,56,Sandy,Maize,8,13,16,NPK 20-20-20
27,74,75,Clayey,Tobacco,52,43,48,NPK 17-17-17
20,69,65,Sandy,Ground Nuts,38,11,14,NPK 10-26-26
22,51,24,Black,Wheat,54,10,25,DAP
29,63,74,Red,Barley,59,10,52,DAP
24,79,28,Sandy,Pulses,1,53,31,Urea
24,58,61,Clayey,Tobacco,31,21,57,NPK 10-26-26
30,54,66,Black,Tobacco,34,15,35,DAP
31,55,62,Clayey,Barley,8,1,10,NPK 20-20-20
25,42,34,Loamy,Soybean,54,45,23,NPK 10-26-26
33,71,24,Red,Rice,24,52,53,NPK 10-26-26
18,42,31,Black,Tobacco,43,43,38,NPK 14-35-14
30,42,24,Clayey,Rice,15,34,27,Urea
25,61,61,Black,Barley,14,27,18,NPK 10-26-26
20,63,56,Black,Cotton,28,22,39,NPK 10-26-26
18,89,43,Loamy,Soybean,46,57,8,MOP
18,44,61,Clayey,Maize,18,22,22,Urea
39,69,30,Clayey,Tobacco,55,49,24,NPK 10-26-26
22,74,45,Sandy,Millets,48,2,8,NPK 10-26-26
32,43,31,Loamy,Tobacco,20,7,20,DAP
30,72,20,Clayey,Millets,38,21,35,NPK 10-26-26
31,84,68,Black,Wheat,56,44,51,NPK 17-17-17
28,57,32,Sandy,Tobacco,21,11,41,DAP
32,51,77,Clayey,Barley,8,2,45,NPK 10-26-26
34,78,23,Loamy,Maize,55,51,15,MOP
30,77,49,Black,Pulses,12,15,2,NPK 20-20-20
23,37,74,Red,Maize,59,33,33,NPK 10-26-26
31,60,23,Black,Maize,12,34,25,Urea
31,53,75,Loamy,Maize,16,14,46,NPK 10-26-26
37,44,38,Red,Maize,0,1,28,NPK 10-26-26
31,75,60,Black,Pulses,24,44,2,MOP
28,83,58,Red,Ground Nuts,57,17,31,DAP
38,45,34,Sandy,Rice,6,5,8,NPK 20-20-20
37,75,45,Red,Rice,9,56,12,NPK 14-35-14
34,55,74,Clayey,Cotton,13,17,54,NPK 10-26-26
33,55,23,Red,Maize,44,50,42,NPK 14-35-14
40,36,71,Black,Sugarcane,56,35,54,NPK 17-17-17
38,77,80,Clayey,Rice,7,34,11,NPK 10-26-26
37,85,46,Sandy,Soybean,22,55,18,MOP
31,52,78,Red,Sugarcane,16,45,1,NPK 14-35-14
18,38,22,Loamy,Rice,44,39,34,NPK 10-26-26
39,81,47,Loamy,Pulses,40,0,42,DAP
27,68,65,Red,Sugarcane,25,21,21,NPK 10-26-26
36,59,20,Red,Soybean,25,16,31,DAP
36,86,34,Red,Ground Nuts,27,19,21,DAP
33,53,79,Red,Ground Nuts,49,46,13,MOP
30,67,52,Black,Rice,35,1,4,NPK 10-26-26
31,35,73,Black,Pulses,35,41,38,NPK 14-35-14
34,65,39,Black,Soybean,28,59,16,MOP
18,82,24,Red,Ground Nuts,56,45,27,NPK 10-26-26
33,50,44,Sandy,Cotton,13,0,13,NPK 20-20-20
23,47,50,Red,Sugarcane,59,27,20,NPK 10-26-26
20,77,23,Sandy,Sugarcane,36,35,1,MOP
29,72,30,Red,Pulses,1,52,39,Urea
31,73,57,Black,Ground Nuts,45,48,8,MOP
38,54,64,Sandy,Maize,57,1,57,DAP
25,45,51,Red,Wheat,5,37,44,Urea
21,82,77,Black,Pulses,24,12,18,NPK 10-26-26
30,60,20,Sandy,Sugarcane,57,9,60,DAP
23,71,74,Red,Tobacco,43,58,44,NPK 14-35-14
28,53,36,Loamy,Wheat,4,33,43,Urea
25,86,26,Loamy,Millets,45,42,49,NPK 17-17-17
24,35,68,Black,Tobacco,50,56,1,MOP
37,80,46,Sandy,Sugarcane,44,17,44,DAP
27,39,55,Loamy,Soybean,58,4,32,DAP
29,77,30,Black,Soybean,31,35,55,NPK 10-26-26
26,53,41,Red,Ground Nuts,5,56,6,NPK 14-35-14
30,69,31,Red,Wheat,23,12,48,DAP
19,60,50,Black,Sugarcane,10,23,10,NPK 10-26-26
35,75,37,Black,Cotton,23,25,19,MOP
23,89,57,Clayey,Barley,15,59,18,NPK 14-35-14
20,43,23,Black,Sugarcane,37,60,44,NPK 14-35-14
34,67,41,Black,Cotton,50,23,54,NPK 17-17-17
36,46,67,Loamy,Maize,21,29,7,MOP
22,45,33,Sandy,Maize,42,9,59,DAP
34,88,63,Loamy,Cotton,53,32,26,NPK 10-26-26
36,67,23,Sandy,Maize,53,42,44,NPK 17-17-17
24,53,19,Loamy,Sugarcane,21,13,51,DAP
40,36,57,Loamy,Ground Nuts,33,30,35,NPK 10-26-26
22,87,52,Sandy,Pulses,27,18,27,DAP
20,71,62,Red,Rice,58,37,57,NPK 17-17-17
38,83,79,Sandy,Rice,30,17,4,NPK 10-26-26
36,65,28,Sandy,Maize,45,2,35,DAP
21,80,51,Loamy,Ground Nuts,14,51,6,NPK 14-35-14
37,78,50,Clayey,Barley,60,27,37,NPK 10-26-26
19,84,77,Red,Ground Nuts,49,22,45,NPK 17-17-17
27,40,62,Red,Maize,40,46,44,NPK 14-35-14
23,62,37,Sandy,Cotton,59,47,14,MOP
35,59,50,Red,Ground Nuts,7,8,6,NPK 20-20-20
25,57,54,Red,Maize,7,2,32,NPK 10-26-26
32,60,53,Red,Wheat,41,3,16,NPK 10-26-26
26,60,29,Black,Sugarcane,8,17,17,NPK 20-20-20
30,75,66,Clayey,Millets,49,41,2,MOP
37,80,77,Loamy,Ground Nuts,26,50,43,NPK 14-35-14
28,77,42,Red,Wheat,28,35,5,MOP
21,60,67,Sandy,Tobacco,55,45,55,NPK 17-17-17
24,58,16,Clayey,Cotton,59,10,33,DAP
30,78,25,Red,Tobacco,23,6,56,DAP
28,49,34,Black,Pulses,1,55,13,NPK 14-35-14
19,65,75,Red,Soybean,26,1,1,NPK 10-26-26
28,69,61,Red,Cotton,30,54,18,MOP
32,35,28,Black,Ground Nuts,27,18,5,NPK 10-26-26
18,82,37,Red,Maize,8,37,7,NPK 10-26-26
20,78,34,Sandy,Barley,7,7,33,NPK 10-26-26
28,87,21,Sandy,Pulses,30,55,1,MOP
30,72,20,Black,Cotton,38,48,1,MOP
34,85,76,Sandy,Pulses,45,35,17,MOP
18,45,31,Black,Barley,33,4,35,DAP
20,57,63,Loamy,Pulses,14,6,21,NPK 10-26-26
33,54,67,Clayey,Ground Nuts,50,0,5,NPK 10-26-26
19,53,71,Sandy,Maize,36,28,31,NPK 10-26-26
27,59,40,Black,Cotton,27,55,3,MOP
36,58,55,Black,Soybean,13,28,11,NPK 10-26-26
19,61,29,Red,Cotton,42,10,30,DAP
20,68,30,Red,Cotton,54,56,60,NPK 17-17-17
38,84,39,Red,Millets,32,46,23,NPK 14-35-14
26,58,35,Red,Rice,26,3,53,DAP
37,67,40,Sandy,Tobacco,18,36,58,Urea
36,63,46,Sandy,Ground Nuts,8,52,46,Urea
33,64,74,Clayey,Rice,58,16,35,DAP
40,45,77,Clayey,Millets,27,45,32,NPK 14-35-14
25,41,20,Clayey,Wheat,38,22,37,NPK 10-26-26
35,59,48,Red,Maize,59,1,22,DAP
18,52,71,Loamy,Barley,1,2,55,NPK 10-26-26
25,86,78,Red,Soybean,23,19,60,DAP
33,48,19,Sandy,Pulses,56,34,42,NPK 17-17-17
39,51,16,Sandy,Wheat,19,59,6,NPK 14-35-14
22,37,17,Sandy,Millets,24,55,56,NPK 10-26-26
28,83,66,Loamy,Soybean,19,52,13,NPK 14-35-14
24,52,77,Clayey,Maize,20,3,40,DAP
28,84,40,Clayey,Rice,8,35,43,Urea
25,66,42,Clayey,Rice,36,42,0,MOP
29,42,74,Loamy,Maize,41,45,12,MOP
22,36,44,Sandy,Ground Nuts,51,19,7,NPK 10-26-26
18,60,39,Sandy,Millets,19,46,4,NPK 14-35-14
27,51,76,Sandy,Sugarcane,52,8,0,NPK 10-26-26
21,38,60,Clayey,Rice,27,56,27,NPK 14-35-14
32,77,56,Loamy,Wheat,12,53,54,Urea
